id,reftime,station_id,city,location,ozono,no2,no
1384386,2025-03-01 00:00:00,4000022,MODENA,PARCO FERRARI,23,23,4
1384387,2025-03-01 01:00:00,4000022,MODENA,PARCO FERRARI,23,18,3
1384388,2025-03-01 02:00:00,4000022,MODENA,PARCO FERRARI,25,15,2
1384389,2025-03-01 03:00:00,4000022,MODENA,PARCO FERRARI,33,13,1
1384390,2025-03-01 04:00:00,4000022,MODENA,PARCO FERRARI,31,15,1
1384391,2025-03-01 05:00:00,4000022,MODENA,PARCO FERRARI,36,13,3
1384392,2025-03-01 06:00:00,4000022,MODENA,PARCO FERRARI,35,14,4
1384393,2025-03-01 07:00:00,4000022,MODENA,PARCO FERRARI,27,16,4
1384394,2025-03-01 08:00:00,4000022,MODENA,PARCO FERRARI,24,16,4
1384395,2025-03-01 09:00:00,4000022,MODENA,PARCO FERRARI,22,20,5
1384396,2025-03-01 10:00:00,4000022,MODENA,PARCO FERRARI,32,19,3
1384397,2025-03-01 11:00:00,4000022,MODENA,PARCO FERRARI,36,15,2
1384398,2025-03-01 12:00:00,4000022,MODENA,PARCO FERRARI,43,11,2
1384399,2025-03-01 13:00:00,4000022,MODENA,PARCO FERRARI,41,13,3
1384400,2025-03-01 14:00:00,4000022,MODENA,PARCO FERRARI,48,11,2
1384401,2025-03-01 15:00:00,4000022,MODENA,PARCO FERRARI,52,10,1
1384402,2025-03-01 16:00:00,4000022,MODENA,PARCO FERRARI,41,15,2
1384403,2025-03-01 17:00:00,4000022,MODENA,PARCO FERRARI,36,17,2
1384404,2025-03-01 18:00:00,4000022,MODENA,PARCO FERRARI,40,15,1
1384405,2025-03-01 19:00:00,4000022,MODENA,PARCO FERRARI,33,17,2
1384406,2025-03-01 20:00:00,4000022,MODENA,PARCO FERRARI,17,26,4
1384407,2025-03-01 21:00:00,4000022,MODENA,PARCO FERRARI,7,39,11
1384408,2025-03-01 22:00:00,4000022,MODENA,PARCO FERRARI,12,33,7
1384409,2025-03-01 23:00:00,4000022,MODENA,PARCO FERRARI,9,31,7
1384410,2025-03-02 00:00:00,4000022,MODENA,PARCO FERRARI,7,27,6
1384411,2025-03-02 01:00:00,4000022,MODENA,PARCO FERRARI,6,31,8
1384412,2025-03-02 02:00:00,4000022,MODENA,PARCO FERRARI,7,27,6
1384413,2025-03-02 03:00:00,4000022,MODENA,PARCO FERRARI,8,26,6
1384414,2025-03-02 04:00:00,4000022,MODENA,PARCO FERRARI,9,20,6
1384415,2025-03-02 05:00:00,4000022,MODENA,PARCO FERRARI,7,24,6
1384416,2025-03-02 06:00:00,4000022,MODENA,PARCO FERRARI,11,23,7
1384417,2025-03-02 07:00:00,4000022,MODENA,PARCO FERRARI,11,19,6
1384418,2025-03-02 08:00:00,4000022,MODENA,PARCO FERRARI,8,19,10
1384419,2025-03-02 09:00:00,4000022,MODENA,PARCO FERRARI,16,25,16
1384421,2025-03-02 10:00:00,4000022,MODENA,PARCO FERRARI,45,14,4
1384422,2025-03-02 11:00:00,4000022,MODENA,PARCO FERRARI,54,9,2
1384424,2025-03-02 12:00:00,4000022,MODENA,PARCO FERRARI,60,8,1
1384425,2025-03-02 13:00:00,4000022,MODENA,PARCO FERRARI,68,6,1
1384426,2025-03-02 14:00:00,4000022,MODENA,PARCO FERRARI,75,5,0
1384427,2025-03-02 15:00:00,4000022,MODENA,PARCO FERRARI,83,3,0
1384428,2025-03-02 16:00:00,4000022,MODENA,PARCO FERRARI,85,3,0
1384429,2025-03-02 17:00:00,4000022,MODENA,PARCO FERRARI,83,4,0
1384430,2025-03-02 18:00:00,4000022,MODENA,PARCO FERRARI,71,7,0
1384431,2025-03-02 19:00:00,4000022,MODENA,PARCO FERRARI,36,32,3
1384432,2025-03-02 20:00:00,4000022,MODENA,PARCO FERRARI,34,29,3
1384433,2025-03-02 21:00:00,4000022,MODENA,PARCO FERRARI,11,49,10
1384434,2025-03-02 22:00:00,4000022,MODENA,PARCO FERRARI,5,51,17
1384435,2025-03-02 23:00:00,4000022,MODENA,PARCO FERRARI,15,34,11
1384436,2025-03-03 00:00:00,4000022,MODENA,PARCO FERRARI,24,24,8
1384437,2025-03-03 01:00:00,4000022,MODENA,PARCO FERRARI,19,24,8
1384438,2025-03-03 02:00:00,4000022,MODENA,PARCO FERRARI,15,22,8
1384439,2025-03-03 03:00:00,4000022,MODENA,PARCO FERRARI,16,21,8
1384440,2025-03-03 04:00:00,4000022,MODENA,PARCO FERRARI,18,18,8
1384441,2025-03-03 05:00:00,4000022,MODENA,PARCO FERRARI,17,18,7
1384442,2025-03-03 06:00:00,4000022,MODENA,PARCO FERRARI,9,24,9
1384443,2025-03-03 07:00:00,4000022,MODENA,PARCO FERRARI,6,29,12
1384444,2025-03-03 08:00:00,4000022,MODENA,PARCO FERRARI,7,32,22
1384445,2025-03-03 09:00:00,4000022,MODENA,PARCO FERRARI,15,41,27
1384446,2025-03-03 10:00:00,4000022,MODENA,PARCO FERRARI,22,44,28
1384447,2025-03-03 11:00:00,4000022,MODENA,PARCO FERRARI,44,31,11
1384448,2025-03-03 12:00:00,4000022,MODENA,PARCO FERRARI,72,12,2
1384449,2025-03-03 13:00:00,4000022,MODENA,PARCO FERRARI,76,10,1
1384450,2025-03-03 14:00:00,4000022,MODENA,PARCO FERRARI,79,12,3
1384451,2025-03-03 15:00:00,4000022,MODENA,PARCO FERRARI,87,8,1
1384452,2025-03-03 16:00:00,4000022,MODENA,PARCO FERRARI,88,7,1
1384453,2025-03-03 17:00:00,4000022,MODENA,PARCO FERRARI,89,7,0
1384454,2025-03-03 18:00:00,4000022,MODENA,PARCO FERRARI,82,11,0
1384455,2025-03-03 19:00:00,4000022,MODENA,PARCO FERRARI,58,25,0
1384456,2025-03-03 20:00:00,4000022,MODENA,PARCO FERRARI,53,29,1
1384457,2025-03-03 21:00:00,4000022,MODENA,PARCO FERRARI,32,36,4
1384458,2025-03-03 22:00:00,4000022,MODENA,PARCO FERRARI,13,58,12
1384459,2025-03-03 23:00:00,4000022,MODENA,PARCO FERRARI,4,60,31
1384460,2025-03-04 00:00:00,4000022,MODENA,PARCO FERRARI,5,54,21
1384461,2025-03-04 01:00:00,4000022,MODENA,PARCO FERRARI,5,47,22
1384462,2025-03-04 02:00:00,4000022,MODENA,PARCO FERRARI,8,36,13
1384463,2025-03-04 03:00:00,4000022,MODENA,PARCO FERRARI,6,33,13
1384464,2025-03-04 04:00:00,4000022,MODENA,PARCO FERRARI,11,34,11
1384465,2025-03-04 05:00:00,4000022,MODENA,PARCO FERRARI,8,32,11
1384466,2025-03-04 06:00:00,4000022,MODENA,PARCO FERRARI,5,28,12
1384467,2025-03-04 07:00:00,4000022,MODENA,PARCO FERRARI,3,34,23
1384468,2025-03-04 08:00:00,4000022,MODENA,PARCO FERRARI,8,35,25
1384469,2025-03-04 09:00:00,4000022,MODENA,PARCO FERRARI,17,42,24
1384470,2025-03-04 10:00:00,4000022,MODENA,PARCO FERRARI,32,36,15
1384471,2025-03-04 11:00:00,4000022,MODENA,PARCO FERRARI,48,25,7
1384472,2025-03-04 12:00:00,4000022,MODENA,PARCO FERRARI,64,17,3
1384474,2025-03-04 13:00:00,4000022,MODENA,PARCO FERRARI,73,14,2
1384475,2025-03-04 14:00:00,4000022,MODENA,PARCO FERRARI,80,20,15
1384476,2025-03-04 15:00:00,4000022,MODENA,PARCO FERRARI,85,12,1
1384477,2025-03-04 16:00:00,4000022,MODENA,PARCO FERRARI,92,9,0
1384478,2025-03-04 17:00:00,4000022,MODENA,PARCO FERRARI,95,8,0
1384479,2025-03-04 18:00:00,4000022,MODENA,PARCO FERRARI,80,12,0
1384480,2025-03-04 19:00:00,4000022,MODENA,PARCO FERRARI,46,38,2
1384481,2025-03-04 20:00:00,4000022,MODENA,PARCO FERRARI,15,68,25
1384482,2025-03-04 21:00:00,4000022,MODENA,PARCO FERRARI,5,77,73
1384483,2025-03-04 22:00:00,4000022,MODENA,PARCO FERRARI,5,69,49
1384484,2025-03-04 23:00:00,4000022,MODENA,PARCO FERRARI,12,59,22
1384485,2025-03-05 00:00:00,4000022,MODENA,PARCO FERRARI,22,41,12
1408696,2025-03-05 01:00:00,4000022,MODENA,PARCO FERRARI,32,31,9
1408697,2025-03-05 02:00:00,4000022,MODENA,PARCO FERRARI,38,25,8
1408698,2025-03-05 03:00:00,4000022,MODENA,PARCO FERRARI,38,22,7
1408699,2025-03-05 04:00:00,4000022,MODENA,PARCO FERRARI,39,18,6
1408700,2025-03-05 05:00:00,4000022,MODENA,PARCO FERRARI,21,32,8
1408701,2025-03-05 06:00:00,4000022,MODENA,PARCO FERRARI,14,38,10
1408702,2025-03-05 07:00:00,4000022,MODENA,PARCO FERRARI,8,43,12
1408703,2025-03-05 08:00:00,4000022,MODENA,PARCO FERRARI,10,44,23
1408704,2025-03-05 09:00:00,4000022,MODENA,PARCO FERRARI,15,53,34
1408705,2025-03-05 10:00:00,4000022,MODENA,PARCO FERRARI,20,46,30
1408706,2025-03-05 11:00:00,4000022,MODENA,PARCO FERRARI,44,29,10
1408706,2025-03-05 11:00:00,4000022,MODENA,PARCO FERRARI,0,17,3
1408706,2025-03-05 11:00:00,4000022,MODENA,PARCO FERRARI,0,12,1
1408707,2025-03-05 14:00:00,4000022,MODENA,PARCO FERRARI,81,9,0
1408708,2025-03-05 15:00:00,4000022,MODENA,PARCO FERRARI,91,9,0
1408709,2025-03-05 16:00:00,4000022,MODENA,PARCO FERRARI,95,8,0
1408711,2025-03-05 17:00:00,4000022,MODENA,PARCO FERRARI,98,7,0
1408712,2025-03-05 18:00:00,4000022,MODENA,PARCO FERRARI,88,12,0
1408713,2025-03-05 19:00:00,4000022,MODENA,PARCO FERRARI,52,32,1
1408714,2025-03-05 20:00:00,4000022,MODENA,PARCO FERRARI,22,63,7
1408715,2025-03-05 21:00:00,4000022,MODENA,PARCO FERRARI,7,69,33
1408716,2025-03-05 22:00:00,4000022,MODENA,PARCO FERRARI,5,71,26
1408717,2025-03-05 23:00:00,4000022,MODENA,PARCO FERRARI,5,67,57
1408718,2025-03-06 00:00:00,4000022,MODENA,PARCO FERRARI,5,58,60
1408719,2025-03-06 01:00:00,4000022,MODENA,PARCO FERRARI,5,53,29
1408720,2025-03-06 02:00:00,4000022,MODENA,PARCO FERRARI,8,48,17
1408721,2025-03-06 03:00:00,4000022,MODENA,PARCO FERRARI,6,44,16
1408722,2025-03-06 04:00:00,4000022,MODENA,PARCO FERRARI,6,41,16
1408723,2025-03-06 05:00:00,4000022,MODENA,PARCO FERRARI,7,38,15
1408724,2025-03-06 06:00:00,4000022,MODENA,PARCO FERRARI,4,39,20
1408725,2025-03-06 07:00:00,4000022,MODENA,PARCO FERRARI,4,39,27
1408726,2025-03-06 08:00:00,4000022,MODENA,PARCO FERRARI,6,38,41
1408727,2025-03-06 09:00:00,4000022,MODENA,PARCO FERRARI,12,50,44
1408728,2025-03-06 10:00:00,4000022,MODENA,PARCO FERRARI,28,44,25
1408729,2025-03-06 11:00:00,4000022,MODENA,PARCO FERRARI,49,26,8
1408730,2025-03-06 12:00:00,4000022,MODENA,PARCO FERRARI,60,23,5
1408731,2025-03-06 13:00:00,4000022,MODENA,PARCO FERRARI,75,16,2
1408732,2025-03-06 14:00:00,4000022,MODENA,PARCO FERRARI,79,14,1
1408733,2025-03-06 15:00:00,4000022,MODENA,PARCO FERRARI,93,9,0
1408734,2025-03-06 16:00:00,4000022,MODENA,PARCO FERRARI,97,8,0
1408735,2025-03-06 17:00:00,4000022,MODENA,PARCO FERRARI,98,9,0
1408736,2025-03-06 18:00:00,4000022,MODENA,PARCO FERRARI,88,13,0
1408737,2025-03-06 19:00:00,4000022,MODENA,PARCO FERRARI,59,26,1
1408738,2025-03-06 20:00:00,4000022,MODENA,PARCO FERRARI,52,33,3
1408739,2025-03-06 21:00:00,4000022,MODENA,PARCO FERRARI,38,40,4
1408740,2025-03-06 22:00:00,4000022,MODENA,PARCO FERRARI,20,50,12
1408741,2025-03-06 23:00:00,4000022,MODENA,PARCO FERRARI,4,58,26
1408742,2025-03-07 00:00:00,4000022,MODENA,PARCO FERRARI,7,56,27
1408743,2025-03-07 01:00:00,4000022,MODENA,PARCO FERRARI,7,49,19
1408744,2025-03-07 02:00:00,4000022,MODENA,PARCO FERRARI,9,44,17
1408745,2025-03-07 03:00:00,4000022,MODENA,PARCO FERRARI,10,40,15
1408746,2025-03-07 04:00:00,4000022,MODENA,PARCO FERRARI,7,37,16
1408747,2025-03-07 05:00:00,4000022,MODENA,PARCO FERRARI,6,35,17
1408748,2025-03-07 06:00:00,4000022,MODENA,PARCO FERRARI,4,34,19
1408749,2025-03-07 07:00:00,4000022,MODENA,PARCO FERRARI,7,33,17
1408750,2025-03-07 08:00:00,4000022,MODENA,PARCO FERRARI,11,30,20
1408751,2025-03-07 09:00:00,4000022,MODENA,PARCO FERRARI,11,48,45
1408752,2025-03-07 10:00:00,4000022,MODENA,PARCO FERRARI,26,45,34
1408753,2025-03-07 11:00:00,4000022,MODENA,PARCO FERRARI,48,29,10
1408754,2025-03-07 12:00:00,4000022,MODENA,PARCO FERRARI,67,23,5
1408755,2025-03-07 13:00:00,4000022,MODENA,PARCO FERRARI,84,15,2
1408756,2025-03-07 14:00:00,4000022,MODENA,PARCO FERRARI,97,7,0
1408757,2025-03-07 15:00:00,4000022,MODENA,PARCO FERRARI,103,6,0
1408758,2025-03-07 16:00:00,4000022,MODENA,PARCO FERRARI,105,5,0
1408759,2025-03-07 17:00:00,4000022,MODENA,PARCO FERRARI,101,8,0
1408760,2025-03-07 19:00:00,4000022,MODENA,PARCO FERRARI,72,11,0
1408761,2025-03-07 20:00:00,4000022,MODENA,PARCO FERRARI,35,50,11
1408762,2025-03-07 21:00:00,4000022,MODENA,PARCO FERRARI,13,69,29
1408763,2025-03-07 22:00:00,4000022,MODENA,PARCO FERRARI,4,73,55
1408764,2025-03-07 23:00:00,4000022,MODENA,PARCO FERRARI,5,69,61
1408765,2025-03-08 00:00:00,4000022,MODENA,PARCO FERRARI,7,56,28
1408766,2025-03-08 01:00:00,4000022,MODENA,PARCO FERRARI,10,54,20
1408767,2025-03-08 02:00:00,4000022,MODENA,PARCO FERRARI,8,45,19
1408768,2025-03-08 03:00:00,4000022,MODENA,PARCO FERRARI,17,37,17
1408769,2025-03-08 04:00:00,4000022,MODENA,PARCO FERRARI,21,33,15
1408770,2025-03-08 05:00:00,4000022,MODENA,PARCO FERRARI,15,29,16
1408771,2025-03-08 06:00:00,4000022,MODENA,PARCO FERRARI,11,37,16
1408772,2025-03-08 07:00:00,4000022,MODENA,PARCO FERRARI,8,43,18
1408773,2025-03-08 08:00:00,4000022,MODENA,PARCO FERRARI,9,37,25
1408774,2025-03-08 09:00:00,4000022,MODENA,PARCO FERRARI,21,39,24
1408775,2025-03-08 10:00:00,4000022,MODENA,PARCO FERRARI,43,34,14
1408776,2025-03-08 11:00:00,4000022,MODENA,PARCO FERRARI,62,22,5
1408777,2025-03-08 12:00:00,4000022,MODENA,PARCO FERRARI,74,15,2
1408778,2025-03-08 13:00:00,4000022,MODENA,PARCO FERRARI,92,11,1
1408779,2025-03-08 14:00:00,4000022,MODENA,PARCO FERRARI,98,10,0
1408780,2025-03-08 15:00:00,4000022,MODENA,PARCO FERRARI,106,9,0
1408781,2025-03-08 16:00:00,4000022,MODENA,PARCO FERRARI,105,9,0
1408782,2025-03-08 17:00:00,4000022,MODENA,PARCO FERRARI,105,8,0
1408783,2025-03-08 18:00:00,4000022,MODENA,PARCO FERRARI,100,9,0
1408784,2025-03-08 19:00:00,4000022,MODENA,PARCO FERRARI,72,22,1
1408785,2025-03-08 20:00:00,4000022,MODENA,PARCO FERRARI,40,49,11
1408786,2025-03-08 21:00:00,4000022,MODENA,PARCO FERRARI,18,61,20
1408787,2025-03-08 22:00:00,4000022,MODENA,PARCO FERRARI,5,76,46
1408788,2025-03-08 23:00:00,4000022,MODENA,PARCO FERRARI,5,66,43
1408789,2025-03-09 00:00:00,4000022,MODENA,PARCO FERRARI,8,59,30
1408790,2025-03-09 01:00:00,4000022,MODENA,PARCO FERRARI,9,52,25
1408791,2025-03-09 02:00:00,4000022,MODENA,PARCO FERRARI,19,42,18
1408792,2025-03-09 03:00:00,4000022,MODENA,PARCO FERRARI,14,39,20
1408793,2025-03-09 04:00:00,4000022,MODENA,PARCO FERRARI,18,35,18
1408794,2025-03-09 05:00:00,4000022,MODENA,PARCO FERRARI,24,26,17
1408795,2025-03-09 06:00:00,4000022,MODENA,PARCO FERRARI,22,26,18
1408796,2025-03-09 07:00:00,4000022,MODENA,PARCO FERRARI,22,25,18
1408797,2025-03-09 08:00:00,4000022,MODENA,PARCO FERRARI,20,28,20
1408798,2025-03-09 09:00:00,4000022,MODENA,PARCO FERRARI,35,25,15
1408799,2025-03-09 10:00:00,4000022,MODENA,PARCO FERRARI,47,22,9
1408800,2025-03-09 11:00:00,4000022,MODENA,PARCO FERRARI,55,21,6
1408801,2025-03-09 12:00:00,4000022,MODENA,PARCO FERRARI,66,17,4
1408802,2025-03-09 13:00:00,4000022,MODENA,PARCO FERRARI,76,15,2
1408803,2025-03-09 14:00:00,4000022,MODENA,PARCO FERRARI,81,12,1
1408804,2025-03-09 15:00:00,4000022,MODENA,PARCO FERRARI,87,10,0
1408805,2025-03-09 16:00:00,4000022,MODENA,PARCO FERRARI,88,10,0
1408806,2025-03-09 17:00:00,4000022,MODENA,PARCO FERRARI,84,10,0
1408807,2025-03-09 18:00:00,4000022,MODENA,PARCO FERRARI,67,19,0
1408808,2025-03-09 19:00:00,4000022,MODENA,PARCO FERRARI,67,20,0
1408809,2025-03-09 20:00:00,4000022,MODENA,PARCO FERRARI,69,17,0
1408810,2025-03-09 21:00:00,4000022,MODENA,PARCO FERRARI,58,18,0
1408811,2025-03-09 22:00:00,4000022,MODENA,PARCO FERRARI,51,16,1
1408812,2025-03-09 23:00:00,4000022,MODENA,PARCO FERRARI,62,8,0
1408813,2025-03-10 00:00:00,4000022,MODENA,PARCO FERRARI,64,9,0
1408814,2025-03-10 01:00:00,4000022,MODENA,PARCO FERRARI,66,6,0
1408815,2025-03-10 02:00:00,4000022,MODENA,PARCO FERRARI,64,6,0
1408816,2025-03-10 03:00:00,4000022,MODENA,PARCO FERRARI,69,4,0
1408817,2025-03-10 04:00:00,4000022,MODENA,PARCO FERRARI,70,4,0
1408818,2025-03-10 05:00:00,4000022,MODENA,PARCO FERRARI,46,10,1
1408819,2025-03-10 06:00:00,4000022,MODENA,PARCO FERRARI,30,15,6
1408820,2025-03-10 07:00:00,4000022,MODENA,PARCO FERRARI,14,20,11
1408821,2025-03-10 08:00:00,4000022,MODENA,PARCO FERRARI,7,37,33
1408822,2025-03-10 09:00:00,4000022,MODENA,PARCO FERRARI,27,25,16
1408823,2025-03-10 10:00:00,4000022,MODENA,PARCO FERRARI,47,14,6
1408824,2025-03-10 11:00:00,4000022,MODENA,PARCO FERRARI,52,13,4
1408825,2025-03-10 12:00:00,4000022,MODENA,PARCO FERRARI,59,11,3
1408826,2025-03-10 13:00:00,4000022,MODENA,PARCO FERRARI,65,11,2
1408827,2025-03-10 14:00:00,4000022,MODENA,PARCO FERRARI,70,10,1
1408828,2025-03-10 15:00:00,4000022,MODENA,PARCO FERRARI,70,10,1
1408829,2025-03-10 16:00:00,4000022,MODENA,PARCO FERRARI,73,10,1
1408830,2025-03-10 17:00:00,4000022,MODENA,PARCO FERRARI,67,13,1
1408831,2025-03-10 18:00:00,4000022,MODENA,PARCO FERRARI,57,18,2
1408832,2025-03-10 19:00:00,4000022,MODENA,PARCO FERRARI,42,28,4
1408833,2025-03-10 20:00:00,4000022,MODENA,PARCO FERRARI,37,29,4
1408834,2025-03-10 21:00:00,4000022,MODENA,PARCO FERRARI,31,31,5
1408835,2025-03-10 22:00:00,4000022,MODENA,PARCO FERRARI,25,30,8
1408836,2025-03-10 23:00:00,4000022,MODENA,PARCO FERRARI,11,32,13
1408837,2025-03-11 00:00:00,4000022,MODENA,PARCO FERRARI,11,33,13
1409578,2025-03-11 01:00:00,4000022,MODENA,PARCO FERRARI,24,31,11
1409579,2025-03-11 02:00:00,4000022,MODENA,PARCO FERRARI,35,16,10
1409580,2025-03-11 03:00:00,4000022,MODENA,PARCO FERRARI,44,16,8
1409581,2025-03-11 04:00:00,4000022,MODENA,PARCO FERRARI,47,15,8
1409582,2025-03-11 05:00:00,4000022,MODENA,PARCO FERRARI,39,14,9
1409583,2025-03-11 06:00:00,4000022,MODENA,PARCO FERRARI,28,12,10
1409584,2025-03-11 07:00:00,4000022,MODENA,PARCO FERRARI,27,15,10
1409585,2025-03-11 08:00:00,4000022,MODENA,PARCO FERRARI,16,26,20
1409586,2025-03-11 09:00:00,4000022,MODENA,PARCO FERRARI,50,25,10
1409587,2025-03-11 10:00:00,4000022,MODENA,PARCO FERRARI,60,20,6
1409588,2025-03-11 11:00:00,4000022,MODENA,PARCO FERRARI,68,18,4
1409589,2025-03-11 12:00:00,4000022,MODENA,PARCO FERRARI,77,11,2
1409590,2025-03-11 13:00:00,4000022,MODENA,PARCO FERRARI,79,8,1
1409591,2025-03-11 14:00:00,4000022,MODENA,PARCO FERRARI,85,7,1
1409592,2025-03-11 15:00:00,4000022,MODENA,PARCO FERRARI,83,6,0
1409593,2025-03-11 16:00:00,4000022,MODENA,PARCO FERRARI,79,8,0
1409594,2025-03-11 17:00:00,4000022,MODENA,PARCO FERRARI,75,10,1
1409595,2025-03-11 18:00:00,4000022,MODENA,PARCO FERRARI,66,16,2
1409596,2025-03-11 19:00:00,4000022,MODENA,PARCO FERRARI,52,20,3
1409597,2025-03-11 20:00:00,4000022,MODENA,PARCO FERRARI,47,17,4
1409598,2025-03-11 21:00:00,4000022,MODENA,PARCO FERRARI,31,21,5
1409599,2025-03-11 22:00:00,4000022,MODENA,PARCO FERRARI,39,19,5
1409600,2025-03-11 23:00:00,4000022,MODENA,PARCO FERRARI,49,14,4
1409601,2025-03-12 00:00:00,4000022,MODENA,PARCO FERRARI,53,11,2
1410968,2025-03-12 01:00:00,4000022,MODENA,PARCO FERRARI,40,12,4
1410969,2025-03-12 02:00:00,4000022,MODENA,PARCO FERRARI,41,13,3
1410970,2025-03-12 03:00:00,4000022,MODENA,PARCO FERRARI,28,16,6
1410971,2025-03-12 04:00:00,4000022,MODENA,PARCO FERRARI,22,18,8
1410972,2025-03-12 05:00:00,4000022,MODENA,PARCO FERRARI,31,15,6
1410973,2025-03-12 06:00:00,4000022,MODENA,PARCO FERRARI,35,15,3
1410974,2025-03-12 07:00:00,4000022,MODENA,PARCO FERRARI,37,18,4
1410975,2025-03-12 08:00:00,4000022,MODENA,PARCO FERRARI,28,23,7
1410976,2025-03-12 09:00:00,4000022,MODENA,PARCO FERRARI,21,39,18
1410977,2025-03-12 10:00:00,4000022,MODENA,PARCO FERRARI,42,31,13
1410978,2025-03-12 11:00:00,4000022,MODENA,PARCO FERRARI,57,19,4
1410979,2025-03-12 12:00:00,4000022,MODENA,PARCO FERRARI,65,12,1
1410980,2025-03-12 13:00:00,4000022,MODENA,PARCO FERRARI,57,15,1
1410981,2025-03-12 14:00:00,4000022,MODENA,PARCO FERRARI,32,22,4
1410982,2025-03-12 15:00:00,4000022,MODENA,PARCO FERRARI,25,24,6
1410983,2025-03-12 16:00:00,4000022,MODENA,PARCO FERRARI,26,23,6
1410984,2025-03-12 17:00:00,4000022,MODENA,PARCO FERRARI,29,24,6
1410985,2025-03-12 18:00:00,4000022,MODENA,PARCO FERRARI,30,28,7
1410986,2025-03-12 19:00:00,4000022,MODENA,PARCO FERRARI,18,34,7
1410987,2025-03-12 20:00:00,4000022,MODENA,PARCO FERRARI,31,28,3
1410988,2025-03-12 21:00:00,4000022,MODENA,PARCO FERRARI,32,25,2
1410989,2025-03-12 22:00:00,4000022,MODENA,PARCO FERRARI,37,17,1
1410990,2025-03-12 23:00:00,4000022,MODENA,PARCO FERRARI,37,15,1
1410991,2025-03-13 00:00:00,4000022,MODENA,PARCO FERRARI,50,10,2
1422205,2025-03-13 01:00:00,4000022,MODENA,PARCO FERRARI,53,10,2
1422206,2025-03-13 02:00:00,4000022,MODENA,PARCO FERRARI,49,11,1
1422207,2025-03-13 03:00:00,4000022,MODENA,PARCO FERRARI,42,13,1
1422208,2025-03-13 04:00:00,4000022,MODENA,PARCO FERRARI,37,12,2
1422209,2025-03-13 05:00:00,4000022,MODENA,PARCO FERRARI,37,10,2
1422210,2025-03-13 06:00:00,4000022,MODENA,PARCO FERRARI,29,10,2
1422211,2025-03-13 07:00:00,4000022,MODENA,PARCO FERRARI,25,18,4
1422211,2025-03-13 08:00:00,4000022,MODENA,PARCO FERRARI,0,37,10
1422211,2025-03-13 09:00:00,4000022,MODENA,PARCO FERRARI,0,33,10
1422212,2025-03-13 10:00:00,4000022,MODENA,PARCO FERRARI,56,17,4
1422213,2025-03-13 11:00:00,4000022,MODENA,PARCO FERRARI,61,13,2
1422214,2025-03-13 12:00:00,4000022,MODENA,PARCO FERRARI,62,12,1
1422215,2025-03-13 13:00:00,4000022,MODENA,PARCO FERRARI,66,11,1
1422216,2025-03-13 14:00:00,4000022,MODENA,PARCO FERRARI,69,9,1
1422217,2025-03-13 15:00:00,4000022,MODENA,PARCO FERRARI,75,7,0
1422218,2025-03-13 16:00:00,4000022,MODENA,PARCO FERRARI,74,7,0
1422219,2025-03-13 17:00:00,4000022,MODENA,PARCO FERRARI,65,13,0
1422220,2025-03-13 18:00:00,4000022,MODENA,PARCO FERRARI,70,11,0
1422221,2025-03-13 19:00:00,4000022,MODENA,PARCO FERRARI,62,16,0
1422222,2025-03-13 20:00:00,4000022,MODENA,PARCO FERRARI,70,11,0
1422223,2025-03-13 21:00:00,4000022,MODENA,PARCO FERRARI,63,13,0
1422224,2025-03-13 22:00:00,4000022,MODENA,PARCO FERRARI,62,14,0
1422225,2025-03-13 23:00:00,4000022,MODENA,PARCO FERRARI,61,13,1
1422226,2025-03-14 00:00:00,4000022,MODENA,PARCO FERRARI,61,12,0
1422227,2025-03-14 01:00:00,4000022,MODENA,PARCO FERRARI,64,7,0
1422228,2025-03-14 02:00:00,4000022,MODENA,PARCO FERRARI,60,7,0
1422229,2025-03-14 03:00:00,4000022,MODENA,PARCO FERRARI,44,11,0
1422230,2025-03-14 04:00:00,4000022,MODENA,PARCO FERRARI,37,11,1
1422231,2025-03-14 05:00:00,4000022,MODENA,PARCO FERRARI,33,12,3
1422232,2025-03-14 06:00:00,4000022,MODENA,PARCO FERRARI,50,9,1
1422233,2025-03-14 07:00:00,4000022,MODENA,PARCO FERRARI,56,10,1
1422234,2025-03-14 08:00:00,4000022,MODENA,PARCO FERRARI,45,15,1
1422235,2025-03-14 09:00:00,4000022,MODENA,PARCO FERRARI,28,27,3
1422236,2025-03-14 10:00:00,4000022,MODENA,PARCO FERRARI,29,20,3
1422237,2025-03-14 11:00:00,4000022,MODENA,PARCO FERRARI,44,14,2
1422238,2025-03-14 12:00:00,4000022,MODENA,PARCO FERRARI,56,11,1
1422239,2025-03-14 13:00:00,4000022,MODENA,PARCO FERRARI,61,9,1
1422240,2025-03-14 14:00:00,4000022,MODENA,PARCO FERRARI,68,7,1
1422241,2025-03-14 15:00:00,4000022,MODENA,PARCO FERRARI,67,9,0
1422242,2025-03-14 16:00:00,4000022,MODENA,PARCO FERRARI,63,10,0
1422243,2025-03-14 17:00:00,4000022,MODENA,PARCO FERRARI,61,11,0
1422244,2025-03-14 18:00:00,4000022,MODENA,PARCO FERRARI,56,14,0
1422245,2025-03-14 19:00:00,4000022,MODENA,PARCO FERRARI,51,18,1
1422246,2025-03-14 20:00:00,4000022,MODENA,PARCO FERRARI,52,16,0
